Name,Lon,Lat,Team,Date & Time,Hgt,Corrected,Flown
FTLI_010,-123.3641479,60.21445723,OtherTeams_2019,,374.916,Yes,Old
FTLI_011,-123.3466661,60.19924946,OtherTeams_2019,,435.212,Yes,Old
FTLI_012,-123.3472758,60.19884712,OtherTeams_2019,,434.527,Yes,Old
FTLI_013,-123.3426956,60.28680369,OtherTeams_2019,,287.924,Yes,Old
FTLI_014,-123.3430366,60.28774871,OtherTeams_2019,,284.829,Yes,Old
FTLI_015,-123.3140235,60.30520083,OtherTeams_2019,,208.791,Yes,Old
FTLI_016,-123.315826,60.30582619,OtherTeams_2019,,206.564,Yes,Old
FTLI_017,-123.3099534,60.33484536,OtherTeams_2019,,302.548,Yes,Old
FTLI_018,-123.3080266,60.32423186,OtherTeams_2019,,290.938,Yes,Old
FTLI_019,-123.4039527,60.23413326,OtherTeams_2019,,293.059,Yes,Old
FTLI_020,-123.4032907,60.23376989,OtherTeams_2019,,292.454,Yes,Old
HAIN_0000,-138.4953138,60.989531,Kovach_2022,"Aug 6, 2022 at 4:58:30 PM",,,NewUnflown
HAIN_0001,-138.4915822,60.9894178,Kovach_2022,"Aug 6, 2022 at 4:59:25 PM",,,NewUnflown
HAIN_0002,-138.5482406,61.0852684,Kovach_2022,"Aug 6, 2022 at 5:00:35 PM",,,NewUnflown
HAIN_0003,-138.5483721,61.0852309,Kovach_2022,"Aug 6, 2022 at 5:01:22 PM",,,NewUnflown
HAIN_0004,-138.5403012,61.0899247,Kovach_2022,"Aug 6, 2022 at 5:01:51 PM",,,NewUnflown
HAIN_0005,-138.5826604,61.1447313,Kovach_2022,"Aug 6, 2022 at 5:02:39 PM",,,NewUnflown
HAIN_0006,-138.5758462,61.1459384,Kovach_2022,"Aug 6, 2022 at 5:04:12 PM",,,NewUnflown
HEAL_001,-149.1146189,63.88969971,OtherTeams_2019,,511.691,Yes,Old
HEAL_002,-149.1150874,63.8902015,OtherTeams_2019,,513.695,Yes,Old
HEAL_003,-149.1138913,63.89045585,OtherTeams_2019,,520.878,Yes,Old
