Sample,t_mean_Carbon,t_mean_d15N,t_mean_Nitrogen,t_mean_Phosphorus,t_std_d15N,t_std_Nitrogen,,,,,,,,,,,,,,,,
BARR_007_Lichen2,41.97572664,-4.487488173,0.93866479,0.105049175,0.77552119,0.18550421,,,,,,,,,,,,,,,,
BARR_007_NPV_7m,44.239714,-3.522386667,0.642789884,0.071435864,0.713464215,0.101647295,,,,,,,,,,,,,,,,
BARR_007_PEFR,50.56553156,-0.16290028,4.17301001,0.25615151,0.462661109,0.059994562,,,,,,,,,,,,,,,,
BARR_007_S1,49.02200357,1.182760501,3.885325256,0.238930021,0.514187035,0.054049289,,,,,,,,,,,,,,,,
BARR_007_Sphagnum,46.32206122,-4.758929429,1.173255316,0.198564656,0.807926378,0.08601877,,,,,,,,,,,,,,,,
BARR_008_7m,46.91116594,-0.455614703,2.645504979,0.210047911,0.490636527,0.049330556,,,,,,,,,,,,,,,,
BARR_009_7m,48.39375513,0.754444739,3.477056533,0.228457899,0.506056181,0.0531974,,,,,,,,,,,,,,,,
BARR_010_Lichen2,42.02604826,-4.252198451,0.809541161,0.079318502,0.784663995,0.18859055,,,,,,,,,,,,,,,,
BARR_010_Moss11,48.01420267,-4.66268068,0.688871914,-0.003853684,0.887486144,0.137857152,,,,,,,,,,,,,,,,
BARR_010_NPV_7m,45.10502086,-3.681307809,0.387247854,0.068860098,0.874629258,0.131484764,,,,,,,,,,,,,,,,
BARR_010_S1,49.06116994,0.985643768,3.879596993,0.230371269,0.464422393,0.052569257,,,,,,,,,,,,,,,,
BARR_010_Salix,56.01026866,-1.488336386,3.536775362,0.161085174,0.366867885,0.101148443,,,,,,,,,,,,,,,,
BARR_011_PEFR,50.20558985,-1.486689648,3.328577075,0.17885575,0.533188586,0.069937937,,,,,,,,,,,,,,,,
BARR_011_S1,48.60762461,0.976940057,4.018742162,0.266813339,0.531659468,0.052451778,,,,,,,,,,,,,,,,
BARR_011_Sphagnum,46.47254408,-3.984100136,1.373171991,0.236844818,0.725377262,0.082737616,,,,,,,,,,,,,,,,
BARR_012_7m,42.43346091,-4.54468935,1.089246046,0.019471157,0.739568137,0.129806809,,,,,,,,,,,,,,,,
BARR_012_NPV_7m,43.64181859,-3.704984881,0.603746648,0.064456252,0.698557554,0.092477221,,,,,,,,,,,,,,,,
BARR_013_7m,47.24983956,0.652619432,2.977976212,0.257911876,0.549547071,0.053292837,,,,,,,,,,,,,,,,
BARR_014_7m,48.25197614,0.071944817,3.488887813,0.216307327,0.438070814,0.049192067,,,,,,,,,,,,,,,,
BARR_014_NPV_7m,45.55639533,-3.28090248,1.083707547,0.149499323,0.752899434,0.091583636,,,,,,,,,,,,,,,,
BARR_015_G2_7m,47.75500108,-0.061195727,2.636405123,0.212074749,0.433678184,0.047353695,,,,,,,,,,,,,,,,
BARR_015_RAPA,50.06572215,-1.444466658,2.922256408,0.186940858,0.634812353,0.064821554,,,,,,,,,,,,,,,,
BARR_016_Coltsfoot,50.62062937,-0.745850961,3.874354996,0.240818277,0.485918646,0.059487742,,,,,,,,,,,,,,,,
BARR_016_NPV_7m,44.69633332,-3.23973191,0.750074511,0.112374071,0.785501906,0.098800399,,,,,,,,,,,,,,,,
BARR_016_S3_7m,49.09614311,0.795162625,3.679463255,0.221089791,0.463573448,0.055355856,,,,,,,,,,,,,,,,
BONA_001_7m,51.69977583,-1.742718861,1.096894123,0.067211383,0.417600868,0.071121219,,,,,,,,,,,,,,,,
BONA_002_7m,56.22366204,-1.383154063,1.324902372,0.095033292,0.288702941,0.048175896,,,,,,,,,,,,,,,,
BONA_003_7m,56.66353993,-0.757391284,1.025462541,0.076623298,0.304594524,0.051409573,,,,,,,,,,,,,,,,
BONA_004_BENE_7m,57.51301706,-1.23551292,2.306934591,0.121087893,0.282984912,0.06402752,,,,,,,,,,,,,,,,
BONA_004_EQAR,51.41623865,-1.798407446,2.458515535,0.215814727,0.545022005,0.077167396,,,,,,,,,,,,,,,,
BONA_004_Salix,55.33257359,-1.814551541,1.808190869,0.089769149,0.43715018,0.06341459,,,,,,,,,,,,,,,,
BONA_005_7m,55.82911141,0.719639776,3.815289666,0.233109841,0.285519125,0.058120542,,,,,,,,,,,,,,,,
BONA_006_7m,56.40339583,-1.513228176,1.538736007,0.083817472,0.230381096,0.039841858,,,,,,,,,,,,,,,,
BONA_007_7m,55.62676097,0.383039892,3.437366418,0.212902497,0.23832423,0.045317395,,,,,,,,,,,,,,,,
BONA_008_DAFR,54.85389286,-1.763486881,2.648143621,0.120761521,0.311159042,0.048589791,,,,,,,,,,,,,,,,
BONA_008_Salix,53.89067905,-2.173398214,2.107902692,0.125511037,0.34281349,0.072917141,,,,,,,,,,,,,,,,
BONA_008_VAUL,57.08130598,-2.201062026,2.13221476,0.107171815,0.304225673,0.058504609,,,,,,,,,,,,,,,,
BONA_009_BENA,57.36977884,-1.85489448,2.192520571,0.102920606,0.313545648,0.060136319,,,,,,,,,,,,,,,,
BONA_009_DAFR,53.70014934,-2.459058861,2.13485526,0.078475217,0.320057439,0.054397485,,,,,,,,,,,,,,,,
BONA_009_Equiset,44.60776114,-2.547836907,1.520415184,0.133967382,0.55032744,0.108735536,,,,,,,,,,,,,,,,
BONA_009_Gram,47.73521245,0.370325212,2.353760223,0.173944868,0.335031965,0.043753909,,,,,,,,,,,,,,,,
BONA_009_VAUL,56.46076124,-2.228705784,2.150524617,0.108451868,0.29976733,0.05686557,,,,,,,,,,,,,,,,
BONA_010_7m,53.31163988,-2.258439307,1.54331708,0.130971535,0.275269644,0.050146593,,,,,,,,,,,,,,,,
BONA_011_ALRU_7m,57.18801281,0.187434145,3.133868491,0.181717079,0.442832456,0.089201498,,,,,,,,,,,,,,,,
BONA_011_Salix,56.86320871,-1.802781064,2.309724198,0.082094908,0.393074034,0.098961068,,,,,,,,,,,,,,,,
BONA_011_VAUL,56.50386844,-1.949585479,2.484708452,0.114718454,0.27677672,0.056807258,,,,,,,,,,,,,,,,
BONA_012_7m,52.60012427,-0.985706245,2.114436665,0.113055569,0.221865386,0.041396927,,,,,,,,,,,,,,,,
BONA_013_BENE_7m,56.2398474,-0.690046299,3.235927818,0.18044861,0.239666909,0.047714179,,,,,,,,,,,,,,,,
BONA_013_SASC_7m,56.41322361,-2.05999176,1.949359013,0.081794239,0.368302417,0.068550596,,,,,,,,,,,,,,,,
BONA_013_SASC_Damaged_7m,54.18726878,-2.479276698,1.822924506,0.066375301,0.380353312,0.059781635,,,,,,,,,,,,,,,,
BONA_014_EQAR,48.99636947,-2.06126835,2.088057864,0.196614112,0.511228854,0.08059639,,,,,,,,,,,,,,,,
BONA_014_PIMA,55.81062102,-1.050617113,0.859112334,0.041058602,0.244797507,0.048441431,,,,,,,,,,,,,,,,
BONA_014_ROSASP,50.34525819,-1.22911803,2.936285678,0.187779324,0.382994779,0.056685525,,,,,,,,,,,,,,,,
BONA_015_ALFR_7m,54.08492283,-1.111419418,2.44012107,0.148595373,0.354091236,0.05538505,,,,,,,,,,,,,,,,
BONA_015_RHGR_7m,55.86483161,-1.772256637,1.66711763,0.131913727,0.372630521,0.058838434,,,,,,,,,,,,,,,,
BONA_016_ALFR_7m,56.53908848,0.040109153,3.119436567,0.180841185,0.359316942,0.052451165,,,,,,,,,,,,,,,,
BONA_017_BENE_7m,54.56941857,-0.886212829,2.777762628,0.158786864,0.279658472,0.043003886,,,,,,,,,,,,,,,,
BONA_018_7m,55.31561831,-0.369252872,2.894428715,0.181852609,0.349267005,0.045620171,,,,,,,,,,,,,,,,
BONA_019_ALNUS_7m,52.55201055,-0.769627043,3.061356226,0.186714383,0.487224791,0.059580437,,,,,,,,,,,,,,,,
BONA_019_POTR_7m,51.33020841,4.318668681,5.431197584,0.303971223,1.037206648,0.207043428,,,,,,,,,,,,,,,,
BONA_020_7m,55.11853837,-0.367926726,2.075967458,0.119646844,0.248008346,0.041764412,,,,,,,,,,,,,,,,
BONA_021_7m,53.1567542,-0.800870694,2.912643177,0.151518129,0.392919427,0.043643213,,,,,,,,,,,,,,,,
CHAR_001_DRIN,54.33035394,-3.76022824,1.71224031,0.062801457,0.371701438,0.064791198,,,,,,,,,,,,,,,,
CHAR_001_Sedge,47.16073574,-2.755586666,2.390292398,0.167320742,0.402570607,0.050142614,,,,,,,,,,,,,,,,
CHAR_002_DRIN,53.73863259,-3.947179568,1.665625759,0.084408302,0.347234519,0.061703144,,,,,,,,,,,,,,,,
CHAR_002_Sedge,45.99724564,-3.269609934,2.470609991,0.161286475,0.334229634,0.04685544,,,,,,,,,,,,,,,,
CHAR_003_DRIN,52.97952701,-4.206523989,1.6180105,0.095457521,0.321854939,0.059366242,,,,,,,,,,,,,,,,
CHAR_003_Sedge,46.20796686,-3.138077927,2.254000188,0.161651332,0.367760256,0.051272955,,,,,,,,,,,,,,,,
CHAR_004_SalixRich,50.19050193,-2.359752278,2.934699198,0.233025469,0.323963148,0.055204184,,,,,,,,,,,,,,,,
CHAR_004_Sedge,46.76000656,-1.40587516,3.24091243,0.214526569,0.499011053,0.052247811,,,,,,,,,,,,,,,,
CHAR_005_Carex,46.09875594,-2.183010971,3.248406805,0.199064586,0.431221266,0.048965241,,,,,,,,,,,,,,,,
CHAR_005_MOSS,43.19479434,-3.991995347,1.832946142,0.110566375,0.527078575,0.109081028,,,,,,,,,,,,,,,,
CHAR_005_SalixA,51.14950773,-2.182660153,3.472114022,0.222020176,0.392650032,0.056107167,,,,,,,,,,,,,,,,
CHAR_005_SalixRich,49.10301502,-2.45411325,3.080129898,0.24856568,0.344730406,0.050629661,,,,,,,,,,,,,,,,
CHAR_006_Carex,47.07048604,-1.92411718,2.87084066,0.195679079,0.412106046,0.051369598,,,,,,,,,,,,,,,,
CHAR_006_MOSS,43.94583139,-4.373209624,1.543148716,0.071278563,0.528605579,0.116901873,,,,,,,,,,,,,,,,
CHAR_006_SAAR,52.24283932,-1.910809277,3.427377792,0.223033127,0.352844314,0.055729328,,,,,,,,,,,,,,,,
CHAR_006_SARI,49.90116995,-2.631381763,2.483424469,0.210804721,0.323424259,0.048401198,,,,,,,,,,,,,,,,
CHAR_007_Carex,47.61265431,-1.048934144,3.542497929,0.23310768,0.423230082,0.053684334,,,,,,,,,,,,,,,,
CHAR_007_MOSS,40.62431203,-4.247427163,1.256539255,0.050789746,0.665372992,0.146723902,,,,,,,,,,,,,,,,
CHAR_008_Carex,47.55440872,-1.886211384,3.078590353,0.196547066,0.427119929,0.05065415,,,,,,,,,,,,,,,,
CHAR_008_MOSS,43.60966002,-4.169092538,1.490783678,0.106466863,0.573776788,0.113084834,,,,,,,,,,,,,,,,
CHAR_009_SARI,51.11676532,-1.128868964,3.836836759,0.272928565,0.411933087,0.065573888,,,,,,,,,,,,,,,,
CHAR_009_Sedge,47.87500338,-1.621671652,2.980778844,0.195282526,0.449224199,0.054383899,,,,,,,,,,,,,,,,
CHAR_010_Sedge,47.82089943,-1.781177466,3.13102008,0.18537817,0.474246264,0.05856249,,,,,,,,,,,,,,,,
CHAR_011_Sedge,48.46788187,-1.181039207,3.432036966,0.216019549,0.465933576,0.054482894,,,,,,,,,,,,,,,,
CHAR_012_MOSS,41.04523148,-4.09735715,1.588000721,0.079537959,0.555136787,0.115966787,,,,,,,,,,,,,,,,
CHAR_012_SARE,50.80439361,-2.731711592,2.967835434,0.204327961,0.360049295,0.056619985,,,,,,,,,,,,,,,,
CHAR_012_SARI,50.75054389,-2.480019292,2.561960617,0.20022184,0.359803795,0.060663464,,,,,,,,,,,,,,,,
CHAR_012_Sedge,47.51014273,-2.099340538,2.652689611,0.184512537,0.406334707,0.051836602,,,,,,,,,,,,,,,,
CHAR_013_MOSS,41.57551388,-4.434387623,1.103785031,0.098288818,0.747748575,0.110991302,,,,,,,,,,,,,,,,
CHAR_013_SARI,49.56481116,-2.709306745,2.817720596,0.221739878,0.324398397,0.049267215,,,,,,,,,,,,,,,,
CHAR_013_Sedge,46.65330046,-2.893088175,2.745075186,0.182804212,0.422380737,0.051448577,,,,,,,,,,,,,,,,
CHAR_014_CAA,45.77443875,-3.03178579,2.772639687,0.157048888,0.399851958,0.054096525,,,,,,,,,,,,,,,,
CHAR_014_MOSS,42.19680521,-4.685818403,1.210036594,0.047231866,0.690721793,0.118952642,,,,,,,,,,,,,,,,
CHAR_014_SalixMix,50.19853006,-1.834220183,3.964327065,0.252570679,0.360270302,0.053605187,,,,,,,,,,,,,,,,
CHAR_015_BlackCrust,47.65914591,-5.37168246,1.612210165,0.128306299,1.116656457,0.160339493,,,,,,,,,,,,,,,,
CHAR_015_CATE,56.75423307,-3.268149064,1.518578234,0.021384682,0.341684607,0.076783754,,,,,,,,,,,,,,,,
CHAR_015_CertAriaDeli,38.56562424,-7.323675579,0.39746829,-0.040364972,1.07219154,0.186536337,,,,,,,,,,,,,,,,
CHAR_015_DRIN,52.77192209,-4.074317689,2.394122847,0.097142376,0.291219164,0.058807991,,,,,,,,,,,,,,,,
CHAR_015_FLNI,39.67693884,-4.686174326,0.580452795,0.140676837,0.716975664,0.126552388,,,,,,,,,,,,,,,,
CHAR_016_CAAQ,46.90718666,-1.524093029,3.174937274,0.208713251,0.356855516,0.047380029,,,,,,,,,,,,,,,,
CHAR_016_DRIN,51.83622012,-4.319820531,2.01327395,0.094133562,0.27013017,0.059907454,,,,,,,,,,,,,,,,
CHAR_016_SARE,50.77641295,-3.101877129,2.102132502,0.172108987,0.409821333,0.055613623,,,,,,,,,,,,,,,,
CHAR_017_BlackCrust,44.5643761,-4.130592638,1.305686167,0.139179257,0.887465705,0.169526212,,,,,,,,,,,,,,,,
CHAR_017_DRIN,52.53063835,-4.023672059,1.983857937,0.10316761,0.30420131,0.057363813,,,,,,,,,,,,,,,,
CHAR_017_MOSS,40.55951493,-6.598541807,0.374791529,-0.05809418,0.962975902,0.116595262,,,,,,,,,,,,,,,,
CHAR_017_SAAR,50.60820789,-3.306123235,2.430364893,0.184310924,0.339895128,0.048759083,,,,,,,,,,,,,,,,
CHAR_017_Sedge,46.10650186,-1.884649599,3.229311303,0.215525989,0.333046933,0.04310623,,,,,,,,,,,,,,,,
CHAR_017_WhiteCrust,46.85105505,-3.421646356,1.38706659,0.360538984,1.038234789,0.191531958,,,,,,,,,,,,,,,,
CHAR_018_CATE,54.86905783,-4.591072053,1.390933937,0.000540746,0.371973859,0.069645762,,,,,,,,,,,,,,,,
CHAR_018_CEDE,39.23627141,-6.594529749,0.840918951,0.007658827,0.915325392,0.165891514,,,,,,,,,,,,,,,,
CHAR_018_DRIN,52.34058373,-4.335807645,2.052466644,0.087915128,0.280593449,0.057170978,,,,,,,,,,,,,,,,
CHAR_018_MOSS,42.76361435,-5.777580378,0.561370901,0.053007501,0.827426668,0.105321374,,,,,,,,,,,,,,,,
CHAR_019_Carex(Casc),45.82809535,-3.713415828,2.447504838,0.15441426,0.32085736,0.045214906,,,,,,,,,,,,,,,,
CHAR_019_DRIN,52.41875091,-4.721089769,1.677324742,0.06946687,0.305340177,0.057804481,,,,,,,,,,,,,,,,
CHAR_020_DRIN,52.61014669,-4.497495994,1.362705861,0.07096665,0.340155647,0.065343139,,,,,,,,,,,,,,,,
CHAR_020_OXAR,47.38882945,-1.517025137,2.060888219,0.250003666,0.379108451,0.06039394,,,,,,,,,,,,,,,,
CHAR_020_Sedge,46.50960728,-3.268952678,2.451968308,0.157949579,0.375280114,0.052747952,,,,,,,,,,,,,,,,
CHAR_021_CarexSp(CARU),44.77709543,-4.485953083,2.042501768,0.089195047,0.35835047,0.051850112,,,,,,,,,,,,,,,,
CHAR_021_DRIN,52.9393766,-4.635774567,1.443035503,0.059961088,0.319706193,0.068122942,,,,,,,,,,,,,,,,
CHAR_021_LILI,39.10500504,-4.859333418,0.494057286,0.122529228,0.697967296,0.132744633,,,,,,,,,,,,,,,,
CHAR_022_DRIN,52.20495144,-4.630142688,1.609969119,0.076372827,0.329426609,0.059239368,,,,,,,,,,,,,,,,
CHAR_022_LILI,39.41429066,-4.617464801,0.570564471,0.125662968,0.73195193,0.138762136,,,,,,,,,,,,,,,,
CHAR_022_OXAR(or OXNI),46.73274283,-1.67512244,1.89961792,0.243383772,0.426278543,0.057741696,,,,,,,,,,,,,,,,
CHAR_022_Sedge,45.63940515,-3.461364536,1.841814944,0.114461199,0.351906348,0.048280239,,,,,,,,,,,,,,,,
CHAR_023_Carex,47.09295321,-1.919094288,3.062767968,0.18776951,0.31005312,0.046666839,,,,,,,,,,,,,,,,
CHAR_023_DRIN,52.28975731,-4.636572497,1.72037089,0.041575757,0.317355017,0.070452683,,,,,,,,,,,,,,,,
CHAR_023_SARE,50.72501716,-3.204526634,1.927722626,0.152308609,0.409239337,0.062543309,,,,,,,,,,,,,,,,
CHAR_024_Carex,46.53815726,-2.308595884,2.70873557,0.190255948,0.351222663,0.048490204,,,,,,,,,,,,,,,,
CHAR_024_DRIN,54.09553169,-3.150583277,1.868075794,0.099935132,0.275172429,0.061169209,,,,,,,,,,,,,,,,
CHAR_024_OXMA,48.13029565,-0.152490548,3.29996406,0.235400483,0.608097448,0.084842007,,,,,,,,,,,,,,,,
CHAR_024_SAAR,52.66195862,-3.067625164,2.425547282,0.177836428,0.345822031,0.055163985,,,,,,,,,,,,,,,,
CHAR_025_Carex,47.8773212,-1.459071678,3.149142145,0.201805103,0.346058338,0.053369065,,,,,,,,,,,,,,,,
CHAR_025_SAAR,53.57828828,-2.881245877,2.426486818,0.158825237,0.367697775,0.06119903,,,,,,,,,,,,,,,,
CHAR_026_Carex,45.76894176,-2.895571779,2.824461565,0.181975601,0.346033726,0.043024154,,,,,,,,,,,,,,,,
CHAR_026_DRIN,45.7398983,-3.819386469,1.216032136,0.100932383,0.586268938,0.098647567,,,,,,,,,,,,,,,,
CHAR_026_LILI,39.76781489,-3.817935089,0.604625365,0.168081391,0.812842913,0.138545925,,,,,,,,,,,,,,,,
CHAR_026_SAAR,50.54497945,-3.607574674,2.453674974,0.159705134,0.337627556,0.051887318,,,,,,,,,,,,,,,,
CHAR_026_SARI,49.82629709,-2.634202102,2.750754474,0.219306355,0.351043884,0.055266246,,,,,,,,,,,,,,,,
CHAR_027_Carex,48.25796016,-1.337522252,3.507726221,0.229533154,0.377495055,0.051842574,,,,,,,,,,,,,,,,
CHAR_027_SARI,50.68651384,-2.378605523,2.802491837,0.214867333,0.386713426,0.059269005,,,,,,,,,,,,,,,,
CHAR_028_Carex,47.9186022,-1.472427245,3.318316778,0.230511504,0.400223977,0.047977391,,,,,,,,,,,,,,,,
CHAR_029_DRIN,55.42693046,-3.275630415,1.985990937,0.091975608,0.323621206,0.063337956,,,,,,,,,,,,,,,,
CHAR_029_FLNI,39.819225,-4.19789144,0.491568817,0.138484708,0.800949885,0.146501953,,,,,,,,,,,,,,,,
CHAR_030_Carex(MaybeCAAQ),48.06360008,-1.066574873,3.604599897,0.224780745,0.369215816,0.049404226,,,,,,,,,,,,,,,,
CHAR_030_SARI,50.74772896,-2.48798142,2.694363142,0.198871015,0.356882741,0.059940261,,,,,,,,,,,,,,,,
CHAR_031_DRIN,53.38752389,-4.039833326,2.011043453,0.106731601,0.306209769,0.060285853,,,,,,,,,,,,,,,,
CHAR_031_LILI,39.87491206,-3.874405205,0.50347653,0.15740849,0.788763026,0.144009087,,,,,,,,,,,,,,,,
CHAR_032_Carex,46.85150451,-1.790186576,2.938664435,0.200669859,0.369338916,0.046423713,,,,,,,,,,,,,,,,
CHAR_032_DRIN,53.97399145,-4.204422491,1.90285215,0.081124558,0.308213399,0.060883229,,,,,,,,,,,,,,,,
CHAR_032_LILI,39.89502692,-3.942437865,0.561842507,0.143361299,0.792277184,0.149289345,,,,,,,,,,,,,,,,
CHAR_033_Carex,47.80667976,-1.483990424,3.694199149,0.230700784,0.367972231,0.054230689,,,,,,,,,,,,,,,,
CHAR_033_SAAR,51.11077419,-3.761919251,2.307441231,0.152243148,0.335559195,0.049047494,,,,,,,,,,,,,,,,
CHAR_033_SARI,50.78391313,-2.628417332,2.572859836,0.203557419,0.374760519,0.054481466,,,,,,,,,,,,,,,,
CHAR_034_CAAQ,47.51612838,-1.461965749,3.354174435,0.222944403,0.388852115,0.05008797,,,,,,,,,,,,,,,,
CHAR_034_DUFI,45.25110842,-4.243408491,2.018624258,0.18935665,0.458179677,0.051137726,,,,,,,,,,,,,,,,
CHAR_035_CAAQ,49.1016951,-0.84021386,3.867874738,0.243019064,0.467536384,0.053502108,,,,,,,,,,,,,,,,
CHAR_035_SARI,51.42761522,-2.562511641,2.732980431,0.217282081,0.412930105,0.059798335,,,,,,,,,,,,,,,,
CHAR_036_CARU,47.49651525,-2.716251043,2.322733529,0.135110591,0.366617797,0.046638369,,,,,,,,,,,,,,,,
CHAR_036_DRIN,53.72870303,-4.723849888,1.726855838,0.078196755,0.328503829,0.065617967,,,,,,,,,,,,,,,,
CHAR_036_WHCR,40.79608134,-4.469548714,0.461517274,0.074777883,0.809161982,0.132323447,,,,,,,,,,,,,,,,
CHAR_037_DRIN,52.0086507,-4.575199461,1.658967798,0.094599281,0.312669773,0.063996244,,,,,,,,,,,,,,,,
CHAR_037_OXDI,41.83552728,1.546990749,3.569376749,0.180079139,1.775422789,0.324551341,,,,,,,,,,,,,,,,
CHAR_037_OXMA,48.09210415,-0.290247507,3.439719684,0.239843288,0.551919932,0.083955699,,,,,,,,,,,,,,,,
CHAR_037_SAAR,51.56927491,-3.151838611,2.494663703,0.180433408,0.369658629,0.057753654,,,,,,,,,,,,,,,,
CHAR_037_Sedge,47.7803357,-2.668499597,2.639768856,0.170448557,0.407171658,0.050256849,,,,,,,,,,,,,,,,
CHAR_037_WHCR,40.44056517,-3.975615017,0.272848932,0.082989795,0.805328035,0.137970846,,,,,,,,,,,,,,,,
CHAR_037_WhiteLichen,40.40991179,-3.37426069,0.651088472,0.169548953,0.801323676,0.149360808,,,,,,,,,,,,,,,,
CHAR_038_MOSS,42.95267921,-4.117992137,0.918962325,0.097610062,0.696115615,0.126737202,,,,,,,,,,,,,,,,
CHAR_038_SAAR,52.27746419,-3.754799691,2.196014886,0.144860564,0.337094927,0.057640194,,,,,,,,,,,,,,,,
CHAR_038_SARE,50.63974791,-3.240614735,2.385741233,0.169092268,0.394404417,0.0534009,,,,,,,,,,,,,,,,
CHAR_038_SARI,49.54572662,-2.908514132,2.555648213,0.200450207,0.351228334,0.0588165,,,,,,,,,,,,,,,,
CHAR_038_Sedge,47.2061166,-1.868752467,3.283197668,0.206799519,0.364572118,0.046782741,,,,,,,,,,,,,,,,
CHAR_039_DRIN,52.90997564,-4.392888669,1.850959191,0.108041501,0.310166223,0.064147358,,,,,,,,,,,,,,,,
CHAR_039_SAAR,52.80074782,-3.299719474,2.199422398,0.140478424,0.408851645,0.064774152,,,,,,,,,,,,,,,,
CHAR_039_SARE,51.52488951,-3.328541683,2.006493803,0.145229935,0.437453987,0.064256834,,,,,,,,,,,,,,,,
CHAR_039_SARI,49.97700826,-2.610524227,2.807695119,0.218634291,0.40883819,0.066465488,,,,,,,,,,,,,,,,
CHAR_039_Sedge,48.01803504,-1.525877114,2.925499431,0.203163127,0.346506845,0.046741428,,,,,,,,,,,,,,,,
CHAR_040_CAAQ,47.95858438,-1.488195027,2.822885986,0.195380782,0.396427135,0.046579439,,,,,,,,,,,,,,,,
CHAR_040_DRIN,54.61718892,-4.519326031,1.860643914,0.073899039,0.338818121,0.070262288,,,,,,,,,,,,,,,,
CHAR_040_SARE,50.38847228,-4.174021203,1.880534722,0.133559818,0.455394073,0.06567615,,,,,,,,,,,,,,,,
CHAR_040_SARI,51.1216332,-3.371913541,2.275368414,0.167743505,0.451271323,0.082596435,,,,,,,,,,,,,,,,
CHAR_041_DRIN,53.33897154,-4.049133339,2.222845837,0.118080031,0.267425937,0.057549324,,,,,,,,,,,,,,,,
CHAR_041_MOSS,43.30258278,-5.811212055,0.640871327,0.055174483,0.848812236,0.12279113,,,,,,,,,,,,,,,,
CHAR_041_SARI,50.50862602,-3.062858861,2.26463222,0.194143298,0.419322377,0.070220735,,,,,,,,,,,,,,,,
CHAR_042_DRIN,50.97786357,-5.361197426,1.218699143,0.022638827,0.549180794,0.088389549,,,,,,,,,,,,,,,,
CHAR_042_MOSS,43.35296052,-5.215851147,0.819958865,0.095232565,0.790676266,0.116793774,,,,,,,,,,,,,,,,
CHAR_042_SAAR,52.66125945,-2.378331787,3.048150356,0.20165752,0.377678028,0.058797494,,,,,,,,,,,,,,,,
CHAR_042_SARE,51.44635794,-3.495777438,2.649400307,0.163850238,0.476890949,0.077395299,,,,,,,,,,,,,,,,
CHAR_043_CAAQ,48.26153978,-1.352799435,2.985766142,0.195934706,0.385351957,0.047218161,,,,,,,,,,,,,,,,
CHAR_043_MOSS,44.28059791,-5.157813765,0.913469214,0.076826132,0.783121444,0.115733451,,,,,,,,,,,,,,,,
CHAR_043_SARI,50.75553269,-2.783518823,2.380381601,0.179559441,0.374776033,0.066734991,,,,,,,,,,,,,,,,
CHAR_044_CAAQ,47.58259064,-1.938954736,3.54440879,0.219956518,0.423387686,0.048199848,,,,,,,,,,,,,,,,
CHAR_044_MOSS,42.86837454,-4.604615303,1.465503823,0.058199129,0.688496038,0.13359689,,,,,,,,,,,,,,,,
CHAR_044_SAAR,51.71313122,-2.61127531,3.569108122,0.194848018,0.373043858,0.065165224,,,,,,,,,,,,,,,,
CHAR_044_SARI,51.47049532,-2.472500407,2.742017275,0.202433613,0.351287615,0.065707859,,,,,,,,,,,,,,,,
CHAR_045_MOSS,42.53240027,-3.787885895,2.315325001,0.147984522,0.438195518,0.10992922,,,,,,,,,,,,,,,,
CHAR_046_CAAQ,47.69525201,-1.906997769,2.991931072,0.190355102,0.389240078,0.046523318,,,,,,,,,,,,,,,,
CHAR_046_SARI,50.14755121,-3.732598029,2.019177929,0.157987332,0.437575996,0.065544479,,,,,,,,,,,,,,,,
CHAR_047_CAAQ,47.7330313,-1.523267727,3.446374068,0.2135856,0.369550106,0.049483486,,,,,,,,,,,,,,,,
CHAR_048_CAAQ,47.7603029,-1.325390205,3.894070345,0.223854504,0.405666583,0.054359516,,,,,,,,,,,,,,,,
CHAR_048_MOSS,43.04127409,-4.329324432,2.146381916,0.11060253,0.46998674,0.089704199,,,,,,,,,,,,,,,,
CHAR_049_CAAQ,47.20880178,-2.087426179,3.146052255,0.198460705,0.38622551,0.052242166,,,,,,,,,,,,,,,,
CHAR_049_MOSS,42.73459318,-4.705407255,1.162591577,0.075698165,0.616374134,0.128016563,,,,,,,,,,,,,,,,
CHAR_049_SARI,51.01995053,-3.015761003,2.718374866,0.18466026,0.356253903,0.066549748,,,,,,,,,,,,,,,,
CHAR_050_CAAQ,47.05219385,-1.87726352,3.374533104,0.234315875,0.426855087,0.04543505,,,,,,,,,,,,,,,,
CHAR_050_MOSS,41.34218983,-4.053727447,1.275893922,0.133235691,0.5245078,0.100216911,,,,,,,,,,,,,,,,
CHAR_050_SAAR,49.20459378,-2.296908415,3.047617354,0.232091789,0.329261364,0.042697094,,,,,,,,,,,,,,,,
DL_001_BEGL,55.49869754,-3.057094184,2.887694082,0.134463547,0.349393729,0.061884311,,,,,,,,,,,,,,,,
DL_002_BEGL,54.19653056,-2.733669037,2.845717045,0.134253042,0.350398356,0.060973771,,,,,,,,,,,,,,,,
DL_002_CAREX,47.00414017,-2.346902986,2.30531251,0.144387733,0.392433096,0.047985686,,,,,,,,,,,,,,,,
DL_002_SPHAGNUM,45.84585043,-5.929857516,1.245482795,0.21321512,0.850570946,0.093726002,,,,,,,,,,,,,,,,
DL_003_BEGL,53.49791601,-3.609295732,2.853093433,0.116490847,0.380656103,0.065110373,,,,,,,,,,,,,,,,
DL_003_CAREX,47.47681459,-2.35259684,2.303952647,0.142159276,0.439836126,0.054138615,,,,,,,,,,,,,,,,
