Sample,t_mean_Carbon,t_mean_d15N,t_mean_Nitrogen,t_mean_Phosphorus,t_std_d15N,t_std_Nitrogen,,,,,,,,,,,,,,,,
ABV_PV_007_Labtea,51.17247183,-4.038239885,1.603262506,0.135251565,0.326568545,0.051391141,,,,,,,,,,,,,,,,
ABV_PV_007_LARCH,52.07224387,-4.838408333,1.874450882,0.062882179,0.590671985,0.080228767,,,,,,,,,,,,,,,,
ABV_PV_0072_DBirch,54.77001644,-2.323243375,2.617094896,0.172040408,0.292289474,0.050469532,,,,,,,,,,,,,,,,
ABV_PV_0072_LabTea,52.97884228,-4.235514218,1.323119674,0.109107399,0.400614693,0.068993428,,,,,,,,,,,,,,,,
ABV_PV_0073_BULK,52.223875,-4.102225727,1.56747483,0.087211471,0.248588118,0.0468908,,,,,,,,,,,,,,,,
ABV_PV_0074_BULK,51.43755279,-3.92605438,1.95465322,0.146773275,0.28319704,0.051807403,,,,,,,,,,,,,,,,
ABV_PV_0074_Larch,53.81333847,-4.201931707,2.165733578,0.090400845,0.507275697,0.063149781,,,,,,,,,,,,,,,,
ABV_PV_0074_U,52.30971737,-4.105222394,0.711051485,-0.003643128,0.434382764,0.072494652,,,,,,,,,,,,,,,,
ABV_PV_0079_Crow,55.12410884,-4.053382176,1.451939012,0.019819196,0.512023484,0.091831653,,,,,,,,,,,,,,,,
ABV_PV_008_BS,51.89903007,-3.504098416,0.954234004,0.032807579,0.360131831,0.064075799,,,,,,,,,,,,,,,,
ABV_PV_008_Labtea,52.13544043,-4.093952832,1.578262704,0.135113167,0.313593709,0.053645424,,,,,,,,,,,,,,,,
ABV_PV_008_UNK,50.83983424,-5.338115373,1.521109556,0.095087697,0.464852954,0.06490597,,,,,,,,,,,,,,,,
ABV_PV_009_Labtea,52.70862831,-4.003286367,1.558529597,0.108634867,0.368292025,0.056453315,,,,,,,,,,,,,,,,
ABV_PV_010_BS,53.15241218,-3.132856741,0.832021112,0.0141375,0.314771426,0.061421366,,,,,,,,,,,,,,,,
ABV_PV_011_BULK,45.77882795,-4.533057946,1.474394549,0.076808216,0.466657474,0.04794294,,,,,,,,,,,,,,,,
ABV_PV_013_Lichen,42.14527884,-7.229932255,0.776308784,0.012111351,1.129353574,0.184024708,,,,,,,,,,,,,,,,
ABV_PV_014_Alnus,53.76154857,-3.835615393,1.437055634,0.097685771,0.30734163,0.070086085,,,,,,,,,,,,,,,,
ABV_PV_014_Labtea,52.50028322,-3.816607259,1.320189719,0.128397491,0.361471591,0.05843367,,,,,,,,,,,,,,,,
ABV_PV_019_Bulk,52.68598484,-3.483668553,2.155579752,0.134717857,0.229803819,0.044488099,,,,,,,,,,,,,,,,
ABV_PV_019_Willow,53.37541941,-2.586274869,2.21505429,0.118344726,0.346968794,0.056249698,,,,,,,,,,,,,,,,
ABV_PV_028_CottonGrass,44.42821611,-3.258414952,1.847277849,0.116132774,0.398580984,0.051498815,,,,,,,,,,,,,,,,
ABV_PV_031_Larch,53.25695441,-4.020850545,1.789984439,0.08303069,0.438956682,0.063593536,,,,,,,,,,,,,,,,
ABV_PV_044_WaxyNew,48.51431227,-3.783038055,1.530402774,0.15346198,0.446880533,0.050735975,,,,,,,,,,,,,,,,
ABV_PV_13_BS,52.25035127,-3.635877169,0.890860614,0.034824994,0.258118276,0.043563495,,,,,,,,,,,,,,,,
ABV_PV_23_Bulk,54.00005583,-4.609776812,1.64963142,0.068759871,0.297766737,0.05964671,,,,,,,,,,,,,,,,
ABV_PV_23_UNK,52.15507329,-4.788156597,1.848984557,0.073984965,0.432196513,0.092547432,,,,,,,,,,,,,,,,
ABV_PV_24_DBirch,54.47522723,-3.03300431,2.264383692,0.142151462,0.278091998,0.05952306,,,,,,,,,,,,,,,,
ABV_PV_24_Labtea,56.15284647,-3.747986627,1.82236067,0.100103509,0.407845578,0.065532745,,,,,,,,,,,,,,,,
ABV_PV_29_CloudberryWeed,51.13843178,-3.016279235,2.489239972,0.141450925,0.276609578,0.056981386,,,,,,,,,,,,,,,,
ABV_PV_30_BS-LOW,53.48126509,-3.343604211,0.830230818,0.018109518,0.346307439,0.054457828,,,,,,,,,,,,,,,,
ABV_PV_36_PIBA,53.88625509,-3.366994116,1.018951536,0.10422061,0.244884886,0.040240694,,,,,,,,,,,,,,,,
ABV_PV_36_SilveryShrub,51.27891093,-4.402142071,1.704294093,0.086974659,0.262046466,0.051979872,,,,,,,,,,,,,,,,
ABV_PV_39_BS,52.39537553,-3.215852375,0.984117662,0.056829412,0.367138591,0.050380376,,,,,,,,,,,,,,,,
ABV_PV_40_Lichen,41.28763977,-7.488264037,0.76770323,0.033111645,0.965106947,0.14081737,,,,,,,,,,,,,,,,
ABV_PV_41-42-43_Alder,53.19853314,-3.427906822,2.425689862,0.12630285,0.354845067,0.058516707,,,,,,,,,,,,,,,,
ABV_PV_41-42-43_BULK,50.59412235,-4.265075168,2.338048406,0.141290624,0.277771153,0.039818812,,,,,,,,,,,,,,,,
ABV_PV_41-42-43_DBirch,52.95729421,-3.039963913,2.825053395,0.153979413,0.245295355,0.040555759,,,,,,,,,,,,,,,,
ABV_PV_41-42-43_FuzzWillow,51.3800883,-3.98084542,2.342677829,0.17992816,0.334600957,0.048110457,,,,,,,,,,,,,,,,
ABV_PV_41_42_43_ShinySalix,50.50433785,-4.42213806,2.322070419,0.060422793,0.619806406,0.075615947,,,,,,,,,,,,,,,,
ABV_PV_47_BS,52.36994585,-3.534236065,0.867231428,0.042869533,0.264787328,0.042078437,,,,,,,,,,,,,,,,
ABV_PV_48_CrowB,54.72145875,-4.38492921,1.347471814,-0.026210948,0.58185256,0.107985638,,,,,,,,,,,,,,,,
ABV_PV_48_DBIRCH,54.35872401,-2.626432987,2.755506136,0.170241833,0.279104561,0.046059921,,,,,,,,,,,,,,,,
ABV_PV_48_Tamarack,53.68509349,-3.150837227,2.346551076,0.132166834,0.355452946,0.052699956,,,,,,,,,,,,,,,,
ABV_PV_48_VACC,52.23430625,-3.598527208,1.91419236,0.13337907,0.26690818,0.044341748,,,,,,,,,,,,,,,,
ABV_PV_49_Bulk,54.67199625,-4.426873199,1.148435457,0.039864894,0.393597883,0.062553504,,,,,,,,,,,,,,,,
ABV_PV_50_Gram,45.76219588,-2.148834427,2.270069246,0.145082181,0.329195423,0.041548042,,,,,,,,,,,,,,,,
ABV_PV_52_BS,52.0353896,-3.521486603,0.829107471,0.043054606,0.228957197,0.036601577,,,,,,,,,,,,,,,,
ABV_PV_52_Horsetail,44.75942708,-1.907992642,2.367495268,0.20911997,0.493970156,0.087319735,,,,,,,,,,,,,,,,
ABV_PV_53_Labtea,54.35564452,-4.230581497,1.165742409,0.089913883,0.482325536,0.067802392,,,,,,,,,,,,,,,,
ABV_PV_53_Lichen,39.23186631,-7.485339405,0.319486817,-0.028164184,0.904684415,0.142466576,,,,,,,,,,,,,,,,
ABV_PV_55_Labtea,53.46764827,-3.98731379,1.386212581,0.114892772,0.352724055,0.06206547,,,,,,,,,,,,,,,,
ABV_PV_56_Aquatic,48.34787298,-2.072496435,3.461510116,0.256069756,0.449982737,0.04814305,,,,,,,,,,,,,,,,
ABV_PV_57_Sedge,45.71760828,-2.31258677,2.195001041,0.123174657,0.322249477,0.037971026,,,,,,,,,,,,,,,,
ABV_PV_67_Birch,52.20729608,-3.503800024,2.346720713,0.139641142,0.293576007,0.047009843,,,,,,,,,,,,,,,,
ABV_PV_73_RUSH,44.92676475,-2.868982012,2.15349294,0.145978809,0.346013722,0.040329559,,,,,,,,,,,,,,,,
ABV_PV_73_Sedge,45.76369753,-2.548661842,2.011026094,0.100460768,0.296569196,0.041647847,,,,,,,,,,,,,,,,
ABV_PV_74_Cran,52.72785633,-6.3123061,0.703353003,-0.059608309,0.60630548,0.084111674,,,,,,,,,,,,,,,,
ABV_PV_74_Moss,45.68247618,-5.495749142,0.377671261,0.01495032,0.723034954,0.090882378,,,,,,,,,,,,,,,,
ABV_PV_74_Vacc,51.11372557,-3.471480316,2.227765854,0.137569914,0.279828976,0.047280957,,,,,,,,,,,,,,,,
ABV_PV_Crowby,55.15221095,-3.640160301,1.364145458,0.041174221,0.465831002,0.081620027,,,,,,,,,,,,,,,,
ABV_PV_MOD_N_50_Lichen,43.17818633,-4.793158183,3.144186172,0.066222215,0.937106534,0.144079029,,,,,,,,,,,,,,,,
ABV_PV_MOD_W_50_Lichen,42.54197201,-7.167096218,1.85636216,-0.024551145,0.962142948,0.13783606,,,,,,,,,,,,,,,,
ABV_PV_MODE_0050_BETNAN,51.1666163,-3.814224818,2.374745094,0.156416224,0.197319941,0.034925697,,,,,,,,,,,,,,,,
ABV_PV_MODE_0050_Moss,44.69561822,-6.556457599,0.865386608,0.148334523,0.867728593,0.084105095,,,,,,,,,,,,,,,,
ABV_PV_MODN_0050_BETNAN,51.8776197,-3.9232767,2.382199063,0.147924788,0.225834046,0.042094767,,,,,,,,,,,,,,,,
ABV_PV_MODN_0050_Cadbig,45.40771485,-3.00334952,2.681641038,0.17468022,0.340200468,0.049832095,,,,,,,,,,,,,,,,
ABV_PV_MODN_0050_Ledpal,54.99880224,-3.965496053,2.038485839,0.122760326,0.311079877,0.062664821,,,,,,,,,,,,,,,,
ABV_PV_MODS_0050_BETNAN,52.28000019,-3.90379953,2.230319097,0.131439693,0.237450852,0.041800002,,,,,,,,,,,,,,,,
ABV_PV_MODS_0050_ERIVAG,44.07205836,-3.962014623,1.989791926,0.111327421,0.324821508,0.051438801,,,,,,,,,,,,,,,,
ABV_PV_MODS_0050_LEDPAL,54.74204613,-4.210827569,1.834702053,0.108681194,0.334157798,0.066023357,,,,,,,,,,,,,,,,
ABV_PV_MODS_0050_Rubcha,49.55477786,-4.338136904,2.012730376,0.114421037,0.405237778,0.082834708,,,,,,,,,,,,,,,,
ABV_PV_MODS_0050_SALPUL,49.15206738,-4.362876733,2.161211648,0.148367645,0.363492466,0.077593936,,,,,,,,,,,,,,,,
ABV_PV_MODS_0050_Vacuit,52.94049207,-5.122384905,1.047169485,0.015827055,0.392949672,0.074671694,,,,,,,,,,,,,,,,
ABV_PV_MODS_0050_VACULI,50.796417,-3.29763913,2.660509267,0.192433656,0.286374245,0.046761267,,,,,,,,,,,,,,,,
ABV_PV_MODW_0050_BETNAN,51.85551363,-3.901409178,2.247932776,0.138896133,0.21440369,0.040046369,,,,,,,,,,,,,,,,
ABV_PV_MODW_0050_CARBIG,45.53204596,-3.148368242,2.481642517,0.106214942,0.314722103,0.053888018,,,,,,,,,,,,,,,,
ABV_PV_MODW_0050_Erivag,44.39645351,-4.396538418,1.620751726,0.070626815,0.409262212,0.057574704,,,,,,,,,,,,,,,,
ABV_PV_MODW_0050_LEDPAL,54.65180557,-4.70734547,1.328185578,0.077781466,0.303319697,0.064810733,,,,,,,,,,,,,,,,
ABV_PV_MODW_0050_LEDPAL_2,55.21038436,-4.394896645,1.599648237,0.080582502,0.316522649,0.065623668,,,,,,,,,,,,,,,,
ABV_PV_MOOE_0050_ERIVAG,45.67134675,-3.052778243,2.551086283,0.178101623,0.454944967,0.089853831,,,,,,,,,,,,,,,,
ABV_PV_POTE_0011_Achille,47.23529915,-4.177005353,1.768888556,0.108016657,0.354433678,0.054525169,,,,,,,,,,,,,,,,
ABV_PV_SENE_0050_VACUIT,52.4393585,-4.911173185,1.010850413,0.036438706,0.346738584,0.065339841,,,,,,,,,,,,,,,,
ABV_PV_SEV_NW_50_ERIVAG,45.46281757,-2.49506952,2.277894063,0.140603518,0.351042397,0.048156204,,,,,,,,,,,,,,,,
ABV_PV_SEV_SE_50_PETFRI,47.66983183,-2.626338404,2.78242859,0.234283378,0.414592496,0.047273771,,,,,,,,,,,,,,,,
ABV_PV_SEV_SW_50_LEDPAL,54.63035571,-3.977955959,1.817551426,0.101591264,0.362112521,0.061934224,,,,,,,,,,,,,,,,
ABV_PV_SEVE_0050_ERIWAG,44.650748,-3.105666874,2.157494738,0.127779278,0.327216298,0.048162922,,,,,,,,,,,,,,,,
ABV_PV_SEVE_0050_LEDPAL,55.8957789,-3.798432691,2.079226433,0.122365502,0.345310264,0.062955962,,,,,,,,,,,,,,,,
ABV_PV_SEVE_0050_Moss,46.67044686,-6.754795302,0.090693648,0.074593686,0.766656309,0.112483954,,,,,,,,,,,,,,,,
ABV_PV_SEVE_0050_PETFRI,47.75924989,-2.319946514,3.190265531,0.244934256,0.40462523,0.052946562,,,,,,,,,,,,,,,,
ABV_PV_SEVE_0050_RUBCHA,49.95249323,-4.783289064,2.100131925,0.121435331,0.401445434,0.088444172,,,,,,,,,,,,,,,,
ABV_PV_SEVE_0050_VACUIT,52.35172151,-5.306581785,0.87304125,0.000810386,0.388544188,0.070669224,,,,,,,,,,,,,,,,
ABV_PV_SEVN_0050_BETMAN,52.21219441,-3.775937262,2.558312549,0.134407306,0.17979364,0.047008466,,,,,,,,,,,,,,,,
ABV_PV_SEVN_0050_LEOPAL,54.38595656,-4.238988876,1.823528885,0.099979652,0.315450077,0.064460804,,,,,,,,,,,,,,,,
ABV_PV_SEVN_0050_RUBCHA,48.7988146,-4.032293337,2.276505108,0.152159072,0.369830751,0.069649644,,,,,,,,,,,,,,,,
ABV_PV_SEVN_0050_SALPAL,50.81724333,-3.991352407,2.735921828,0.139360313,0.360501328,0.103985486,,,,,,,,,,,,,,,,
ABV_PV_SEVN_0050_VACUIT,52.18476089,-5.170138471,0.970530749,0.034505597,0.363489997,0.062661412,,,,,,,,,,,,,,,,
ABV_PV_SEVNE_0050_ERIVAG,44.7156188,-3.783115053,1.939091096,0.11428559,0.321712235,0.045189294,,,,,,,,,,,,,,,,
ABV_PV_SEVNE_0050_LEDPAL,53.92537127,-4.309607125,1.760907787,0.114512925,0.287248397,0.060656707,,,,,,,,,,,,,,,,
ABV_PV_SEVNE_0050_Moss,44.76916411,-6.04356186,0.989042657,0.195484129,0.846259917,0.076148063,,,,,,,,,,,,,,,,
ABV_PV_SEVNW_0050_BETNAN,51.23790951,-3.798125283,2.209353711,0.176799912,0.242481689,0.038153228,,,,,,,,,,,,,,,,
ABV_PV_SEVNW_0050_LEDPAL,53.71546405,-4.364311112,1.65724893,0.10097156,0.287423529,0.061968043,,,,,,,,,,,,,,,,
ABV_PV_SEVNW_0050_VACUIT,52.2227542,-5.185258013,1.088206844,0.029626418,0.361516998,0.068575909,,,,,,,,,,,,,,,,
ABV_PV_SEVS_0050_BETMAN,53.38232112,-3.962341591,2.254403761,0.129054359,0.242525819,0.049721725,,,,,,,,,,,,,,,,
ABV_PV_SEVS_0050_CARBIG,45.11896682,-2.991511168,2.404201511,0.089654759,0.515509275,0.074112659,,,,,,,,,,,,,,,,
ABV_PV_SEVS_0050_ERIVAG,44.83788644,-3.323566821,1.725537581,0.14132928,0.411703286,0.047575802,,,,,,,,,,,,,,,,
ABV_PV_SEVS_0050_LEDPAL,53.99294914,-4.462585318,1.498755324,0.090887507,0.332090563,0.058877386,,,,,,,,,,,,,,,,
ABV_PV_SEVS_0050_Moss,42.11883557,-6.778648366,0.687585485,0.069796496,0.776862534,0.081618532,,,,,,,,,,,,,,,,
ABV_PV_SEVS_0050_RUBCHA,49.95035251,-3.3621166,2.54964165,0.150995631,0.320798952,0.066341657,,,,,,,,,,,,,,,,
ABV_PV_SEVS_0050_VACUIT,53.69653137,-5.076029121,1.035769129,0.004529438,0.427639732,0.073381544,,,,,,,,,,,,,,,,
ABV_PV_SEVSE_0050_BETNAN,52.68103177,-4.272216499,2.19987027,0.129306363,0.208396898,0.047023411,,,,,,,,,,,,,,,,
ABV_PV_SEVSE_0050_CARBIG,46.61741576,-2.81653716,2.412878048,0.12694452,0.364713164,0.056884828,,,,,,,,,,,,,,,,
ABV_PV_SEVSE_0050_LEDPAL,55.52023374,-4.104216401,1.99183334,0.100992429,0.334766245,0.067282677,,,,,,,,,,,,,,,,
ABV_PV_SEVSE_0050_Moss,44.29472417,-7.016927164,0.673989954,0.111236175,0.926526997,0.09401635,,,,,,,,,,,,,,,,
ABV_PV_SEVSE_0050_RUBCHA,48.10559791,-3.819919882,2.397159315,0.151614896,0.334733705,0.060997032,,,,,,,,,,,,,,,,
ABV_PV_SEVSE_0050_VACUIT,53.93695612,-4.6196494,1.010514783,-0.001448365,0.381637573,0.07219412,,,,,,,,,,,,,,,,
ABV_PV_SEVSW_0050_PETFRI,48.29858444,-2.396308804,2.975991682,0.250123709,0.408807303,0.038338148,,,,,,,,,,,,,,,,
ABV_PV_SEVSW_0050_RUBCHA,50.11470151,-3.292313104,2.858459114,0.155451788,0.359085166,0.071517952,,,,,,,,,,,,,,,,
ABV_PV_SEVSW_0050_SALPUL,50.78363066,-3.035122403,3.167213642,0.190074872,0.337153236,0.086550785,,,,,,,,,,,,,,,,
ABV_PV_SEVSW_0050_Spiraen,51.01559562,-2.209600838,2.682767724,0.141460688,0.287936061,0.043246334,,,,,,,,,,,,,,,,
ABV_PV_SEVSW_0050_VACUIT,53.81598436,-4.905381621,1.240352088,0.023761236,0.377036034,0.072360265,,,,,,,,,,,,,,,,
ABV_PV_SEVW_0050_BETMAN,52.92709281,-3.882342691,2.094580015,0.136724818,0.231760801,0.045324523,,,,,,,,,,,,,,,,
ABV_PV_SEVW_0050_LEDPAL,55.31254841,-4.072303138,1.499256577,0.079982534,0.403171635,0.069118373,,,,,,,,,,,,,,,,
ABV_PV_SEVW_0050_Moss,44.57374421,-6.553634516,0.622097896,0.061185267,0.758953127,0.101354242,,,,,,,,,,,,,,,,
ABV_PV_SEVW_0050_PETFRI,48.26994657,-2.78543356,2.851846091,0.215332572,0.468116284,0.051107497,,,,,,,,,,,,,,,,
ABV_PV_SEVW_0050_RUBCHA,49.24680972,-3.956859312,2.358852361,0.174499426,0.298270163,0.066732522,,,,,,,,,,,,,,,,
ABV_PV_SEVW_0050_SALPUL,51.35337967,-3.087828304,2.733105089,0.167627347,0.316902279,0.086221732,,,,,,,,,,,,,,,,
ABV_PV_SEVW_0050_Spiraea,50.7664575,-2.758545653,2.48281747,0.126377404,0.316521035,0.042572542,,,,,,,,,,,,,,,,
ABV_PV_SEVW_0050_VACUIT,52.39955425,-5.270553872,0.876368624,0.00403577,0.400180654,0.070298838,,,,,,,,,,,,,,,,
ABV_PV_UNB_30_SE_Lichen,37.81936052,-7.701807359,0.303123024,-0.144960614,1.225787416,0.200851552,,,,,,,,,,,,,,,,
ABV_PV_UNB_50_S_Castet,54.54734502,-4.4109634,0.88931047,-0.077124418,0.893836257,0.104788776,,,,,,,,,,,,,,,,
ABV_PV_UNB_E_50_VACVIT,54.28268427,-4.670992335,0.972697538,-0.019129717,0.415288633,0.075892696,,,,,,,,,,,,,,,,
ABV_PV_UNB_W_50_Lichen,38.88746786,-7.877611114,0.483378437,-0.099723834,1.087960024,0.160350992,,,,,,,,,,,,,,,,
ABV_PV_UNBE_0050_LEDPAL,56.31896238,-3.522632209,2.013309442,0.09959588,0.352843651,0.067868086,,,,,,,,,,,,,,,,
ABV_PV_UNBN_0030_Lichen,45.89320797,-6.870168987,1.064140881,-0.171243781,2.084807985,0.263342201,,,,,,,,,,,,,,,,
ABV_PV_UNBN_0050_CASTET,56.3109047,-4.217433399,1.108796986,-0.060600931,0.675399808,0.104891211,,,,,,,,,,,,,,,,
ABV_PV_UNBN_0050_DOLBIS,49.84322374,-2.807722757,2.847716812,0.185406534,0.247869873,0.050380612,,,,,,,,,,,,,,,,
ABV_PV_UNBN_0050_EMPNIG,55.09185483,-5.012929701,1.2695041,-0.012336897,0.39677087,0.090635804,,,,,,,,,,,,,,,,
ABV_PV_UNBN_0050_LEDPAL,54.9199675,-4.585997052,1.478168606,0.076483892,0.338595763,0.063065634,,,,,,,,,,,,,,,,
ABV_PV_UNBN_0050_Moss,43.72030037,-7.492456933,0.436884805,0.066933684,0.929184922,0.108842841,,,,,,,,,,,,,,,,
ABV_PV_UNBN_0050_PETFRI,47.46049422,-3.115151156,2.504854507,0.229882771,0.387672898,0.036744996,,,,,,,,,,,,,,,,
ABV_PV_UNBN_0050_RUBCHA,48.87591655,-3.907961391,1.903068343,0.129726596,0.453362918,0.073395303,,,,,,,,,,,,,,,,
ABV_PV_UNBNE_0039_BULK,49.33521119,-3.785556317,2.108933637,0.129401947,0.27746257,0.042777766,,,,,,,,,,,,,,,,
ABV_PV_UNBNE_0050_BETWAW,52.94661344,-2.980603602,2.739004401,0.160074779,0.220653814,0.048693853,,,,,,,,,,,,,,,,
ABV_PV_UNBNE_0050_CASTET,56.25898361,-4.512087131,1.277958556,-0.015343057,0.486880802,0.087267997,,,,,,,,,,,,,,,,
ABV_PV_UNBNE_0050_Moss,44.15626955,-6.628572597,0.782372683,0.164779419,0.884359435,0.085120192,,,,,,,,,,,,,,,,
ABV_PV_UNBNE_0050_RUBCHA,50.37576512,-4.460299947,2.089646821,0.09693622,0.426608107,0.08711087,,,,,,,,,,,,,,,,
ABV_PV_UNBNE_0050_VACUIT,54.04912798,-5.147481169,0.839552968,-0.028621733,0.414587088,0.084805895,,,,,,,,,,,,,,,,
ABV_PV_UNBNW_0050,50.06198303,-4.180807697,2.021526374,0.109335644,0.431545027,0.083530452,,,,,,,,,,,,,,,,
ABV_PV_UNBNW_0050_BETNAN,53.26745066,-3.828202769,2.061430573,0.103436796,0.217895006,0.049500896,,,,,,,,,,,,,,,,
ABV_PV_UNBNW_0050_CASTET,56.41820748,-4.547761749,1.492249153,-0.03300467,0.512849408,0.088530956,,,,,,,,,,,,,,,,
ABV_PV_UNBNW_0050_EMPNIG,53.36783191,-5.533134864,0.959394162,-0.011775203,0.332879555,0.068079339,,,,,,,,,,,,,,,,
ABV_PV_UNBNW_0080_Lichen,41.30834095,-8.162241959,0.990094949,-0.057890771,0.998896928,0.139235942,,,,,,,,,,,,,,,,
ABV_PV_UNBS_0003_VACUIT,54.54223727,-4.938157956,0.890398698,-0.049649554,0.453859107,0.089106876,,,,,,,,,,,,,,,,
ABV_PV_UNBS_0050_BETNAW,54.46068167,-3.130625123,2.480548333,0.133917115,0.254098396,0.052059996,,,,,,,,,,,,,,,,
ABV_PV_UNBS_0050_BUBCHA,50.55520338,-3.806125915,2.540733496,0.124137561,0.349504862,0.072786098,,,,,,,,,,,,,,,,
ABV_PV_UNBS_0050_CARBIG,45.31605216,-3.501476795,2.369278341,0.125366302,0.284380435,0.054728938,,,,,,,,,,,,,,,,
ABV_PV_UNBS_0050_ERIVAG,44.43771003,-3.73623055,1.94175216,0.088375228,0.302135357,0.048458234,,,,,,,,,,,,,,,,
ABV_PV_UNBS_0050_Lichens,41.23263222,-8.089477666,0.799510203,-0.016868751,0.996103018,0.138466023,,,,,,,,,,,,,,,,
ABV_PV_UNBS_0050_Moss,42.96492103,-7.869544247,0.596291496,0.04534093,0.97271565,0.110991661,,,,,,,,,,,,,,,,
ABV_PV_UNBSE_0050_ARTURSI,51.55142419,-5.563689634,1.517137905,0.055956228,0.413584908,0.096488292,,,,,,,,,,,,,,,,
ABV_PV_UNBSE_0050_CASTET,56.19295502,-4.272169326,1.28832145,-0.016782448,0.463890076,0.083963781,,,,,,,,,,,,,,,,
ABV_PV_UNBSE_0050_ERIVAG,46.0003167,-2.931136717,2.586396015,0.149147806,0.318933294,0.056282542,,,,,,,,,,,,,,,,
ABV_PV_UNBSE_0050_RUBCHA,50.14973898,-4.425288223,1.892030354,0.091668375,0.438166513,0.085637577,,,,,,,,,,,,,,,,
ABV_PV_UNBSW_0050_CARBIG,46.43999088,-2.710171303,2.768199051,0.140145204,0.324702649,0.054951096,,,,,,,,,,,,,,,,
ABV_PV_UNBSW_0050_CASTET,56.65759505,-4.162955542,1.373085596,0.016261012,0.416538827,0.078248718,,,,,,,,,,,,,,,,
ABV_PV_UNBSW_0050_Lichen,37.0704072,-5.795025683,0.167900315,-0.011370894,0.922469846,0.176796661,,,,,,,,,,,,,,,,
ABV_PV_UNBSW_0050_Moss,44.36244569,-7.093847092,0.700639791,0.145592224,0.946627951,0.085766535,,,,,,,,,,,,,,,,
ABV_PV_UNBSW_0050_RUBCHA,50.15653234,-4.671687841,1.772338894,0.102806411,0.417526041,0.087566878,,,,,,,,,,,,,,,,
ABV_PV_UNBSW_0050_VACUIT,52.80416581,-5.369931772,0.837780087,0.010385182,0.383163509,0.071811056,,,,,,,,,,,,,,,,
ABV_PV_UNBSW_0050_WEINAV,53.59556393,-3.816944955,2.242829903,0.109187778,0.258473796,0.050255848,,,,,,,,,,,,,,,,
ABV_PV_UNBW_0005_CARBIG,46.66846687,-1.83066401,3.145327658,0.166108431,0.341757862,0.053375371,,,,,,,,,,,,,,,,
ABV_PV_UNBW_0030_VACUII,53.14638786,-5.120285979,0.914131927,-0.000778145,0.398351422,0.074754,,,,,,,,,,,,,,,,
ABV_PV_UNBW_0050_BETNAN,52.42871588,-3.93930954,2.220388053,0.142272536,0.209184082,0.041353369,,,,,,,,,,,,,,,,
ABV_PV_UNBW_0050_BETWAW,52.91706978,-3.923183408,2.249871564,0.12910382,0.235619159,0.047241214,,,,,,,,,,,,,,,,
ABV_PV_UNBW_0050_Castet,54.43398019,-5.138485208,1.07822692,-0.017859913,0.422446879,0.071440157,,,,,,,,,,,,,,,,
ABV_PV_UNBW_0050_Moss,44.42042465,-7.280841121,0.622941386,0.126897229,0.955194707,0.094929516,,,,,,,,,,,,,,,,
ABV_PV_UNBW_0050_RUBCHAP,50.55117992,-4.142164219,1.906916216,0.095518617,0.498399819,0.093265537,,,,,,,,,,,,,,,,
ABV_PV_UNBW_0050_VACUIT,53.8751161,-5.443913454,0.816126178,-0.025075832,0.414476693,0.082579488,,,,,,,,,,,,,,,,
ABV_PV_UNBWE_0050_PETFRI,47.85455855,-2.819494371,2.630302054,0.243846053,0.457065075,0.045317692,,,,,,,,,,,,,,,,
ABV_PV_UNBWW_0030_CARBIG,45.61324746,-2.62621427,2.138578144,0.097021439,0.326698615,0.052566999,,,,,,,,,,,,,,,,
ABV_PV_UNBWW_0050_Erivag,45.02275577,-3.060852055,2.490276729,0.135538403,0.312183897,0.046395282,,,,,,,,,,,,,,,,
ABV_PV_UNBWW_0050_LEDPAL,56.59941224,-4.35148238,1.585792404,0.070907488,0.369169884,0.069795212,,,,,,,,,,,,,,,,
ABV_PV_UNBWW_0050_Moss,41.38627662,-8.416537695,0.344121326,0.008942325,1.102580524,0.134959774,,,,,,,,,,,,,,,,
ABV_PV_UNK_0063,45.96652125,-2.766201946,2.554479808,0.192460991,0.463363513,0.044445214,,,,,,,,,,,,,,,,
ABV_PV_UNK_DBIRCH,53.86098036,-3.131826789,2.471830452,0.162678905,0.24059062,0.046221584,,,,,,,,,,,,,,,,
ABV_PV_UWBN_0050_CARBIG,46.42074937,-2.960507461,2.699955918,0.171711701,0.312231074,0.047626104,,,,,,,,,,,,,,,,
ABV_PV_XX_DBirch,54.19789423,-3.490227984,1.956704344,0.110841467,0.284594444,0.050213853,,,,,,,,,,,,,,,,
ABV_SEV_N_50_Moss,46.49557586,-6.609282103,0.168054903,0.05167746,0.759895481,0.113852843,,,,,,,,,,,,,,,,
ABV_SEV_NE_50_50_BETNAN,53.02135291,-3.023708213,2.721020274,0.163662922,0.229364845,0.045476335,,,,,,,,,,,,,,,,
ABV_SEVN_0050_ERIVAG,45.25274932,-2.401110758,2.106768337,0.144478842,0.395866202,0.047951634,,,,,,,,,,,,,,,,
ABV_SEVN_0050_PETFRI,47.57590951,-2.571664037,2.858483752,0.233385198,0.444766699,0.044678124,,,,,,,,,,,,,,,,
ABV_SEVNE_0050_PETFRI,47.20586125,-2.978595811,2.676055442,0.228869843,0.458221806,0.051802302,,,,,,,,,,,,,,,,
ABV_SEVNE_0050_RUBCHA,50.23339048,-4.117417468,2.316644362,0.144966058,0.328654236,0.074497068,,,,,,,,,,,,,,,,
